,Track ID,Track Name,Track Popularity,Artist Name,Artist Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0,6foY66mWZN0pSRjZ408c00,Whiskey Glasses,79,Morgan Wallen,94,0.614,0.68,6,-4.58,1,0.0289,0.369,1.84e-06,0.115,0.707,149.959
1,5MwynWK9s4hlyKHqhkNn4A,Chasin' You,79,Morgan Wallen,94,0.631,0.591,7,-5.785,1,0.0277,0.657,0.00025,0.11,0.489,97.074
2,4VXIryQMWpIdGgYR4TrjT1,All Girls Are The Same,84,Juice WRLD,92,0.671,0.529,1,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,161.989
3,1cKHdTo9u0ZymJdPGSh6nq,I Was Never There,87,The Weeknd,99,0.323,0.737,10,-4.008,1,0.0338,0.142,0.000162,0.163,0.155,113.26
4,78QR3Wp35dqAhFEc2qAGjE,Drip Too Hard (Lil Baby & Gunna),82,Lil Baby,91,0.897,0.662,1,-6.903,0,0.292,0.0852,0.00025,0.534,0.389,112.511
5,577YBGuskWkVDCxZrLRB4v,Pure Cocaine,80,Lil Baby,91,0.964,0.487,10,-6.071,0,0.421,0.00127,6.57e-06,0.115,0.107,127.05
6,6vN77lE9LK6HP2DewaN6HZ,Yes Indeed,80,Lil Baby,91,0.963,0.346,5,-9.309,0,0.53,0.0355,0.00025,0.108,0.562,119.957
7,09mEdoA6zrmBPgTEN5qXmN,Call Out My Name,86,The Weeknd,99,0.461,0.593,1,-4.954,1,0.0356,0.17,0.00025,0.307,0.175,134.17
8,474uVhyGgK5MtY9gMcDgGl,It's Called: Freefall,81,Rainbow Kitten Surprise,74,0.744,0.516,2,-6.365,1,0.0513,0.632,0.00025,0.605,0.281,97.944
9,3GCdLUSnKSMJhs4Tj6CV3s,All The Stars (with SZA),82,Kendrick Lamar,92,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924
10,285pBltuF7vW8TeWk8hdRR,Lucid Dreams,83,Juice WRLD,92,0.511,0.566,6,-7.23,0,0.2,0.349,0.00025,0.34,0.218,83.903
11,2t8yVaLvJ0RenpXUIAC52d,a lot,79,21 Savage,94,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972
12,0rKtyWc8bvkriBthvHKY8d,SLOW DANCING IN THE DARK,81,Joji,86,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964
13,50a8bKqlwDEqeiEknrzkTO,ball w/o you,79,21 Savage,94,0.892,0.633,8,-7.471,1,0.0902,0.0467,0.000189,0.139,0.459,137.994
14,2rxQMGVafnNaRaXlRMWPde,Beautiful Crazy,78,Luke Combs,85,0.551,0.402,11,-7.431,1,0.0262,0.676,0.00025,0.0928,0.382,103.313
15,0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),86,Billie Eilish,90,0.351,0.296,4,-10.109,0,0.0333,0.934,0.00025,0.095,0.12,115.284
16,7D7e6hm2LiNd6nLuJF6K9Q,Hex,81,80purppp,70,0.845,0.398,5,-15.781,1,0.268,0.872,0.00713,0.159,0.482,109.996
17,0JIMT9gzLIIz0esKLyjbKf,Telephones,79,Vacations,75,0.526,0.447,2,-9.268,1,0.0274,0.00283,0.0301,0.109,0.183,74.995
18,2ZRo7axmMPeSVUvDbGkJah,Hope,83,XXXTENTACION,90,0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04
19,2K7xn816oNHJZ0aVqdQsha,Softcore,83,The Neighbourhood,86,0.575,0.568,9,-5.509,0,0.03,0.0484,0.000417,0.286,0.37,93.986
20,7zwn1eykZtZ5LODrf7c0tS,You Get Me So High,80,The Neighbourhood,86,0.551,0.881,7,-6.099,0,0.0542,0.186,0.0791,0.152,0.387,88.036
21,3oDkdAySo1VQQG0ptV7uwa,Lean Wit Me,77,Juice WRLD,92,0.665,0.651,1,-5.515,1,0.156,0.0414,0.00025,0.0896,0.237,163.935
22,0e7ipj03S05BNilyu5bRzt,rockstar (feat. 21 Savage),82,Post Malone,90,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801
23,698eQRku24PIYPQPHItKlA,She Got the Best of Me,76,Luke Combs,85,0.533,0.907,11,-3.793,1,0.0406,0.0292,0.00025,0.386,0.7,150.99
24,0AluA5RNsa4Cx6XRhf2hWZ,10 Freaky Girls (with 21 Savage),77,Metro Boomin,92,0.81,0.353,6,-9.931,0,0.31,0.588,0.00025,0.102,0.0727,88.031
25,1fewSx2d5KIZ04wsooEBOz,Space Cadet (feat. Gunna),79,Metro Boomin,92,0.901,0.464,5,-9.789,0,0.0645,0.368,1.71e-05,0.238,0.638,109.004
26,3s7MCdXyWmwjdcWh7GWXas,Violent Crimes,78,Kanye West,93,0.669,0.419,1,-6.724,0,0.522,0.376,0.00025,0.187,0.0397,109.813
27,01TyFEZu6mHbffsVfxgrFn,Show Me How,78,Men I Trust,74,0.791,0.267,5,-11.997,1,0.0415,0.674,0.534,0.102,0.544,165.99
28,0JP9xo3adEtGSdUEISiszL,Moonlight,81,XXXTENTACION,90,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009
29,3jjsRKEsF42ccXf8kWR3nu,Washing Machine Heart,80,Mitski,81,0.613,0.822,9,-4.087,1,0.026,0.0092,0.506,0.429,0.567,105.997
30,39sDitIeCMrVX2QyXHY46t,Blue Hair,79,TV Girl,81,0.751,0.72,4,-6.376,1,0.0303,0.554,0.0497,0.258,0.884,135.73
31,6IPwKM3fUUzlElbvKw2sKl,we fell in love in october,81,girl in red,77,0.566,0.366,7,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.96
32,6DCZcSspjsKoFjzjrWoCdn,God's Plan,82,Drake,98,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169
33,1otG6j1WHNvl9WgXLWkHTo,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",78,Kali Uchis,86,0.702,0.659,4,-6.766,0,0.13,0.301,0.00201,0.218,0.843,79.64
34,2BJSMvOGABRxokHKB0OI8i,Shoota (feat. Lil Uzi Vert),76,Playboi Carti,85,0.673,0.649,1,-8.433,0,0.196,0.188,0.00025,0.122,0.47,153.075
35,0oufSLnKQDoBFX5mgkDCgR,Trust,77,Brent Faiyaz,84,0.764,0.394,8,-8.559,1,0.152,0.231,9.37e-05,0.117,0.465,92.009
36,3ee8Jmje8o58CHK66QrVC2,SAD!,80,XXXTENTACION,90,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023
37,1xzBco0xcoJEDXktl7Jxrr,Mo Bamba,77,Sheck Wes,68,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034
38,2IRZnDFmlqMuOrYOLnZZyc,Going Bad (feat. Drake),77,Meek Mill,78,0.889,0.496,4,-6.365,0,0.0905,0.259,0.00025,0.252,0.544,86.003
39,5bJ1DrEM4hNCafcDd1oxHx,Self Care,77,Mac Miller,86,0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894
40,5wujBwqG7INdStqGd4tRMX,Armed And Dangerous,75,Juice WRLD,92,0.736,0.67,10,-6.702,1,0.311,0.186,0.00025,0.114,0.845,130.032
41,2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,80,Travis Scott,92,0.834,0.73,8,-3.714,1,0.222,0.00513,0.00025,0.124,0.446,155.008
42,4gT3mNJA8lnlkYFqGZ8IA2,Small Worlds,76,Mac Miller,86,0.516,0.546,5,-9.105,1,0.249,0.814,4.5e-06,0.0995,0.515,78.267
43,3KkXRkHbMCARz0aVfEt68P,Sunflower - Spider-Man: Into the Spider-Verse,80,Post Malone,90,0.76,0.479,2,-5.574,1,0.0466,0.556,0.00025,0.0703,0.913,89.911
44,19MkwMrRjO7773zpuGss1o,Shake the Frost (Live),72,Tyler Childers,79,0.447,0.341,2,-9.769,1,0.0457,0.806,2.05e-06,0.686,0.371,138.969
45,4jvjzW7Hm0yK4LvvE0Paz9,Falling Down - Bonus Track,78,Lil Peep,86,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013
46,4mHgYpuGHu99Mw69E83CP2,Taking A Walk,74,Trippie Redd,86,0.767,0.538,1,-6.044,0,0.052,0.68,0.00025,0.192,0.343,81.031
47,21LRaD9rB3v7p7DDCZsW4y,The Way I Talk,72,Morgan Wallen,94,0.604,0.879,4,-3.388,1,0.0322,0.0468,0.00025,0.0909,0.757,137.983
48,14SaZBTjxlorHJQxXh01Hu,Girls Need Love (with Drake) - Remix,77,Summer Walker,82,0.656,0.432,6,-9.481,0,0.217,0.443,0.00025,0.132,0.0897,97.022
49,2bSk87AVkCIIC3Bcligq1z,Life Goes On,74,Lil Baby,91,0.716,0.541,1,-7.909,1,0.149,0.0021,0.00025,0.115,0.387,139.978
50,75lcPkAkUsKWHGBlGM476R,1400 / 999 Freestyle,74,Trippie Redd,86,0.825,0.572,6,-6.067,0,0.0864,0.0079,0.00025,0.113,0.568,141.991
51,2UVbBKQOdFAekPTRsnkzcf,Stir Fry,74,Migos,80,0.817,0.816,2,-5.402,1,0.269,0.00263,0.00025,0.159,0.508,181.982
52,7dt6x5M1jzdTEt8oCbisTK,Better Now,79,Post Malone,90,0.68,0.578,10,-5.804,1,0.04,0.331,0.00025,0.135,0.341,145.038
53,6zeeWid2sgw4lap2jV61PZ,Better,76,Khalid,88,0.596,0.552,1,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949
54,0qOCy2LqvdkMora7eZsJhQ,From the Subway Train,77,Vansire,71,0.392,0.429,5,-10.279,0,0.0462,0.527,0.015,0.217,0.105,72.104
55,7eBqSVxrzQZtK2mmgRG6lC,Murder On My Mind,76,YNW Melly,75,0.759,0.73,1,-7.985,0,0.0516,0.145,3.06e-06,0.11,0.74,115.007
56,3CA9pLiwRIGtUBiMjbZmRw,Nice For What,76,Drake,98,0.585,0.909,8,-6.474,1,0.0707,0.0891,9.7e-05,0.119,0.758,93.372
57,6LOZws7T3jqZz78unPgFF9,Dead To Me,75,Kali Uchis,86,0.675,0.761,4,-4.469,0,0.0466,0.432,0.00025,0.102,0.428,119.001
58,3L0IKstjUgDFVQAbQIRZRv,R.I.P.,75,Playboi Carti,85,0.725,0.725,8,-6.067,0,0.159,0.0119,0.00025,0.086,0.515,140.003
59,1s9DTymg5UQrdorZf43JQm,Fell In Luv (feat. Bryson Tiller),75,Playboi Carti,85,0.657,0.668,2,-6.208,1,0.136,0.0273,0.00025,0.32,0.227,162.997
60,7vgTNTaEz3CsBZ1N4YQalM,Ghost Town,75,Kanye West,93,0.573,0.545,7,-4.247,0,0.0288,0.0969,0.00025,0.329,0.297,83.378
61,2Y0iGXY6m6immVb2ktbseM,Little Dark Age,79,MGMT,76,0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512
62,6tZ3b7ik1QDXFAZlXib0YZ,Kevin’s Heart,73,J. Cole,89,0.829,0.527,6,-6.644,0,0.367,0.482,0.00025,0.631,0.475,116.079
63,7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),85,Calvin Harris,88,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994
64,74lnM5V6ecvoTPV0fvptx9,Nuketown (feat. Juice WRLD),73,Ski Mask The Slump God,77,0.808,0.617,10,-9.32,0,0.442,0.113,0.00025,0.734,0.632,149.962
65,1rqqCSm0Qe4I9rUvWncaom,High Hopes,79,Panic! At The Disco,81,0.579,0.904,5,-2.729,1,0.0618,0.193,0.00025,0.064,0.681,82.014
66,2dpaYNEQHiRxtZbfNsse99,Happier,80,Marshmello,85,0.687,0.792,5,-2.749,1,0.0452,0.191,0.00025,0.167,0.671,100.015
67,2aPTvyE09vUCRwVvj0I8WK,Sundress,75,A$AP Rocky,84,0.721,0.707,6,-6.364,1,0.0595,0.181,3.68e-06,0.143,0.743,125.005
68,1a7WZZZH7LzyvorhpOJFTe,Wasted (feat. Lil Uzi Vert),74,Juice WRLD,92,0.742,0.579,1,-5.024,1,0.202,0.0381,0.00025,0.0952,0.502,144.994
69,11kDth1aKUEUMq9r1pqyds,5% TINT,76,Travis Scott,92,0.712,0.481,4,-5.415,0,0.0487,0.173,0.00025,0.241,0.062,140.0
70,2cYqizR4lgvp4Qu6IQ3qGN,BUTTERFLY EFFECT,77,Travis Scott,92,0.763,0.628,11,-5.85,1,0.05,0.0531,0.00025,0.114,0.193,140.958
71,3Ol2xnObFdKV9pmRD2t9x8,Look Back at It,74,A Boogie Wit da Hoodie,85,0.791,0.587,3,-5.075,0,0.0413,0.407,0.00025,0.148,0.536,96.057
72,0TlLq3lA83rQOYtrqBqSct,Nonstop,76,Drake,98,0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983
73,0baNzeUcPQnQSagpe8T0mD,worldstar money (interlude),76,Joji,86,0.577,0.387,7,-8.607,1,0.274,0.964,0.705,0.208,0.459,146.565
74,3LfHBTYZBTqmz43tvVXJBd,Deep,75,Summer Walker,82,0.646,0.335,3,-9.915,0,0.247,0.626,1.3e-05,0.107,0.419,167.927
75,6LyAwkJsHlW7RQ8S1cYAtM,Overdue (with Travis Scott),75,Metro Boomin,92,0.638,0.4,11,-11.212,0,0.0425,0.733,0.000133,0.334,0.495,150.133
76,1VGzxJnVQND7Cg5H5wGj14,YEAH RIGHT,76,Joji,86,0.672,0.588,1,-9.573,1,0.133,0.619,0.241,0.0992,0.204,169.033
77,1ThmUihH9dF8EV08ku5AXN,Faucet Failure,72,Ski Mask The Slump God,77,0.935,0.552,10,-9.373,0,0.335,0.111,0.00025,0.0952,0.615,99.993
78,2qxmye6gAegTMjLKEBoR3d,Let Me Down Slowly,82,Alec Benjamin,79,0.652,0.557,1,-5.714,0,0.0318,0.74,0.00025,0.124,0.483,150.073
79,7ycWLEP1GsNjVvcjawXz3z,Praise The Lord (Da Shine) (feat. Skepta),79,A$AP Rocky,84,0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015
80,2VxeLyX666F8uXCJ0dZF8B,Shallow,82,Lady Gaga,89,0.572,0.385,7,-6.362,1,0.0308,0.371,0.00025,0.231,0.323,95.799
81,09IStsImFySgyp0pIQdqAc,The Middle,78,Zedd,77,0.753,0.657,7,-3.061,1,0.0449,0.171,0.00025,0.112,0.437,107.01
82,6MpCaSIOfqBqbMED4kXgNY,Prom Queen,77,Beach Bunny,71,0.528,0.797,4,-7.487,1,0.0485,0.000391,0.011,0.14,0.751,143.785
83,3XRQT7EoS4U87rUuJwg5P3,Hurt Me,72,Juice WRLD,92,0.62,0.451,6,-7.623,1,0.17,0.128,0.00025,0.373,0.294,156.906
84,6EGAfJaLUFzhS4zRBIEQ2J,You Make It Easy,69,Jason Aldean,76,0.375,0.574,7,-5.305,1,0.0315,0.143,0.00025,0.11,0.406,132.025
85,3UnYMo1aeD0o8VtHy3R8cs,Neva Cared,72,Polo G,86,0.822,0.35,1,-12.207,0,0.574,0.0213,0.00025,0.0757,0.346,77.528
86,27a1mYSG5tYg7dmEjWBcmL,CAN'T SAY,75,Travis Scott,92,0.702,0.708,10,-5.366,0,0.0547,0.201,0.00025,0.118,0.713,147.98
87,4IO2X2YoXoUMv0M2rwomLC,Long Time - Intro,72,Playboi Carti,85,0.472,0.861,4,-3.966,0,0.0447,0.283,0.00025,0.83,0.358,144.077
88,7szRiHu6r91o2Po9GTPN4c,Talkin' Tennessee,70,Morgan Wallen,94,0.702,0.711,6,-6.697,0,0.0248,0.568,0.00025,0.104,0.498,99.988
89,0EcQcdcbQeVJn9fknj44Be,I Like Me Better,79,Lauv,79,0.753,0.505,9,-7.621,1,0.255,0.534,2.58e-06,0.104,0.419,91.972
90,2iUXsYOEPhVqEBwsqP70rE,Youngblood,78,5 Seconds of Summer,80,0.596,0.854,7,-5.114,0,0.463,0.0169,0.00025,0.124,0.152,120.274
91,7yNf9YjeO5JXUE3JEBgnYc,Babydoll,74,Dominic Fike,75,0.762,0.604,7,-5.296,0,0.11,0.114,0.00025,0.0271,0.847,168.007
92,5hwUsRKvnO5yThjVrxHQVt,Unbothered,72,Ski Mask The Slump God,77,0.884,0.445,1,-10.58,0,0.418,0.222,0.00025,0.112,0.851,125.008
93,32lItqlMi4LBhb4k0BaSaC,Candy Paint,74,Post Malone,90,0.664,0.667,4,-5.941,1,0.154,0.64,1.22e-06,0.0753,0.381,180.064
94,4UKCKdYiLN6IMA5ZESUTL7,the remedy for a broken heart (why am I so in love),76,XXXTENTACION,90,0.699,0.304,1,-11.192,1,0.0993,0.779,0.000993,0.137,0.271,119.705
95,4F6yN5FsFW10Ucx7cLCzBh,Ready (feat. Gunna),71,Lil Baby,91,0.793,0.395,1,-5.578,1,0.385,0.277,1.4e-05,0.109,0.129,77.027
96,0FZ4Dmg8jJJAPJnvBIzD9z,ZEZE (feat. Travis Scott & Offset),74,Kodak Black,84,0.861,0.603,8,-5.788,0,0.176,0.0521,0.00025,0.0924,0.504,98.043
97,0MoQI1EZGSHLhd5UBdxPol,Substance,74,03 Greedo,66,0.599,0.32,3,-13.716,0,0.0787,0.26,0.00025,0.106,0.197,70.998
98,2s4AcE9n80mSHl87lp4gIm,Wine Pon You (feat. Konshens),76,Doja Cat,89,0.797,0.444,9,-7.738,0,0.0411,0.304,0.00126,0.107,0.138,95.035
99,1fCeXjoRExPP2qwSBh2aST,Black & White,72,Juice WRLD,92,0.776,0.736,7,-4.612,1,0.247,0.0802,0.00025,0.159,0.233,147.946
100,03ThZweiBWFP8tOGsk6QMO,Russian Cream,69,Key Glock,79,0.867,0.774,11,-5.791,0,0.315,0.11,0.00025,0.157,0.549,130.007
101,6rz0dTA0PdhXImFV5EjM0w,Hide (feat. Seezyn),72,Juice WRLD,92,0.715,0.639,5,-5.017,0,0.0752,0.0622,0.00025,0.157,0.151,149.996
102,7FGq80cy8juXBCD2nrqdWU,Eastside (with Halsey & Khalid),77,benny blanco,76,0.632,0.686,6,-7.665,0,0.243,0.549,0.00025,0.2,0.329,89.949
103,58q2HKrzhC3ozto2nDdN4z,I Like It,76,Cardi B,83,0.816,0.726,5,-3.998,0,0.129,0.099,0.00025,0.372,0.65,136.048
104,3swc6WTsr7rl9DqQKQA55C,Psycho (feat. Ty Dolla $ign),75,Post Malone,90,0.75,0.56,8,-8.094,1,0.105,0.546,0.00025,0.111,0.459,140.06
105,4IhTXiZLKATmwhMZIb1GQN,Lights Are On,78,Tom Rosenthal,71,0.44,0.04,3,-16.887,1,0.0322,0.981,0.465,0.111,0.249,135.965
106,03d8S7FBY2kIzhP0E7l4rn,If I Know Me,69,Morgan Wallen,94,0.777,0.604,8,-5.813,1,0.12,0.765,6.79e-05,0.11,0.672,99.934
107,2Fyjjpg03fn7n5cj0Qm380,Karma,73,Summer Walker,82,0.593,0.294,1,-10.072,0,0.0499,0.345,2.03e-05,0.287,0.152,113.847
108,2FY7b99s15jUprqC0M5NCT,Natural,79,Imagine Dragons,91,0.704,0.611,2,-6.112,1,0.0409,0.217,0.00025,0.0812,0.22,100.0
109,01z2fBGB8Hl3Jd3zXe4IXR,Come Back to Earth,72,Mac Miller,86,0.272,0.238,2,-12.148,0,0.0349,0.89,0.00925,0.275,0.119,83.507
110,5nzhL67GpF9szXWg5y509A,Close Friends (Lil Baby & Gunna),72,Lil Baby,91,0.676,0.578,10,-4.669,0,0.375,0.0509,0.00025,0.0796,0.698,158.896
111,6Up545NUflOiXo8cEraH49,You Say,73,Lauren Daigle,72,0.494,0.632,5,-6.89,1,0.0342,0.682,0.00025,0.0869,0.0797,147.873
112,500l6Cwe40hkPqS7Sf7ufY,Foreign,71,Playboi Carti,85,0.762,0.705,6,-5.195,0,0.164,0.0906,0.00025,0.17,0.264,122.955
113,2P5yIMu2DNeMXTyOANKS6k,Nobody,75,Mitski,81,0.398,0.717,1,-5.253,1,0.0398,0.07,0.00025,0.085,0.487,117.296
114,2Yer0p7uB2lVBUAtANuuQp,Magic In The Hamptons (feat. Lil Yachty),71,Social House,67,0.769,0.479,1,-5.339,1,0.0385,0.66,0.00025,0.0914,0.803,96.051
115,3U21A07gAloCc4P7J8rxcn,All Mine,72,Kanye West,93,0.925,0.31,11,-6.531,0,0.291,0.123,0.00025,0.0931,0.291,121.927
116,4IhKLu7Vk3j2TLmnFPl6To,Water Fountain,75,Alec Benjamin,79,0.723,0.504,8,-5.572,1,0.0392,0.388,7.4e-05,0.087,0.551,133.975
117,3pANfZVFdtuVnJsE6xa5Ox,Me and My Husband,74,Mitski,81,0.497,0.638,1,-5.31,1,0.0274,0.0467,0.00025,0.385,0.77,172.01
118,3sA7HKGzcKTVscdiTCrWpX,Outside Today,68,YoungBoy Never Broke Again,86,0.851,0.666,11,-5.334,0,0.0694,0.139,0.00025,0.105,0.0585,134.068
119,46M2hXnaQpueG7vSvgVtVH,GTG,74,Freddie Dredd,80,0.88,0.777,7,-6.875,0,0.125,0.164,0.0171,0.0957,0.974,154.955
120,755inykyaG4w22GWAsA3MX,Marlboro Nights,74,Lonely God,62,0.466,0.823,2,-6.635,1,0.311,0.00237,0.000321,0.332,0.782,175.797
121,5qHirGR7M9tdm6C17DlzSY,REEL IT IN,73,Aminé,71,0.754,0.342,10,-8.677,0,0.0991,0.073,0.00025,0.193,0.423,128.981
122,6K2anECyrckidwf5wxS78Q,NBAYOUNGBOAT,69,Lil Yachty,81,0.769,0.807,11,-2.966,1,0.306,0.0515,0.00025,0.111,0.364,82.422
123,7AFASza1mXqntmGtbxXprO,changes,77,XXXTENTACION,90,0.669,0.308,11,-10.068,1,0.029,0.883,0.00025,0.0984,0.52,64.934
124,7r9kOxiNDnkAg5QKqtyjVk,Rescue,73,Lauren Daigle,72,0.293,0.237,6,-8.17,1,0.0284,0.78,0.00025,0.11,0.108,92.935
125,4H7WNRErSbONkM06blBoGc,Stay,73,Post Malone,90,0.507,0.48,5,-5.418,1,0.0266,0.449,0.00025,0.147,0.35,86.046
126,2BOqDYLOJBiMOXShCV1neZ,Dancing On My Own,78,Calum Scott,80,0.681,0.174,1,-8.745,1,0.0315,0.837,3.35e-05,0.0983,0.231,112.672
127,3gE4eQH3K83Sght0ZLvuBK,MIA,76,Bad Bunny,100,0.816,0.538,6,-6.354,0,0.0617,0.0142,0.000496,0.099,0.156,97.054
128,0QIjsbm2fh1cJ45XO9eGqq,Wake Up in the Sky,74,Gucci Mane,80,0.8,0.578,4,-5.144,0,0.0485,0.00381,0.00025,0.359,0.367,143.01
129,0i5QVxsK3IvEDbUjTA64Li,Silver Lining,69,Mt. Joy,70,0.541,0.616,1,-6.53,1,0.028,0.00114,1.09e-06,0.151,0.203,144.218
130,2xql0pid3EUwW38AsywxhV,Reflections,77,The Neighbourhood,86,0.648,0.594,11,-7.027,0,0.0293,0.114,0.0462,0.116,0.544,113.983
131,5274I4mUMnYczyeXkGDWZN,Fine China,70,Future,92,0.656,0.542,7,-7.358,1,0.323,0.0484,0.00025,0.126,0.551,166.111
132,4ZLzoOkj0MPWrTLvooIuaa,Get You The Moon (feat. Snøw),77,Kina,70,0.498,0.235,1,-16.541,0,0.188,0.72,0.00025,0.144,0.0895,118.917
133,1wJRveJZLSb1rjhnUHQiv6,Swervin (feat. 6ix9ine),72,A Boogie Wit da Hoodie,85,0.581,0.662,9,-5.239,1,0.303,0.0153,0.00025,0.111,0.434,93.023
134,2gQYziDV5cSTRSqr6akzi5,Take A Step Back,71,Ski Mask The Slump God,77,0.8,0.591,6,-8.808,1,0.271,0.111,0.00025,0.429,0.747,117.003
135,6HJ34Zyw6bg8yGm28AxLXf,Look Alive (feat. Drake),72,BlocBoy JB,63,0.918,0.58,10,-7.501,1,0.322,0.00108,6.12e-05,0.106,0.611,139.977
136,4at3d5QWnlibMVN75ECDrp,Pretty Little Fears (feat. J. Cole),72,6LACK,78,0.61,0.458,9,-11.336,1,0.36,0.696,0.000103,0.0852,0.246,192.099
137,6n4U3TlzUGhdSFbUUhTvLP,Walk It Talk It,73,Migos,80,0.907,0.633,2,-5.145,1,0.184,0.0876,2.6e-06,0.106,0.395,145.914
138,2ktg2oZDyFAX3iY1QNkXl5,Session 32,72,Summer Walker,82,0.574,0.123,1,-13.959,1,0.196,0.894,0.00111,0.118,0.117,115.431
139,1rfofaqEpACxVEHIZBJe6W,Havana (feat. Young Thug),78,Camila Cabello,84,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988
140,5OCJzvD7sykQEKHH7qAC3C,God is a woman,77,Ariana Grande,93,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031
141,6KBYefIoo7KydImq1uUQlL,Bodak Yellow,70,Cardi B,83,0.926,0.703,11,-6.337,0,0.103,0.0659,0.00025,0.231,0.485,125.022
142,2XSrt1dcuOXPgl3B4bxmBz,Carrollton,69,$uicideboy$,89,0.848,0.52,5,-10.663,0,0.501,0.00225,0.000799,0.679,0.304,149.996
143,0hPLZrnDgtKxrym1BHjDhd,can't leave without it,70,21 Savage,94,0.872,0.591,6,-6.952,0,0.359,0.111,0.00025,0.144,0.696,131.982
144,6gbiTbclnHlmSIPfmF2zEc,Gang Shit No Lame Shit,69,Key Glock,79,0.828,0.434,5,-10.609,1,0.301,0.0394,0.00025,0.0806,0.38,115.071
145,0TkJIyL69RAUIbNwGub6uR,Burn The House Down,66,AJR,77,0.454,0.66,1,-4.357,1,0.168,0.0364,0.00025,0.181,0.568,184.353
146,3R6yNicsZrWF8ybl02imcB,Charleston Girl (Live),67,Tyler Childers,79,0.374,0.585,8,-9.436,1,0.054,0.748,0.00025,0.821,0.654,176.859
147,7J2gyNghNTzl4EsLhXp01Q,infinity (888) - feat. Joey Bada$$,71,XXXTENTACION,90,0.562,0.579,10,-6.788,0,0.484,0.274,0.00025,0.102,0.577,84.143
148,7clyJIrLkEbXUDwj1tC9zz,Blood // Water,67,grandson,70,0.504,0.891,6,-5.632,0,0.137,0.00163,0.00199,0.148,0.628,153.988
149,2GGMabyHXnJmjY6CXhhB2e,Money,70,Cardi B,83,0.95,0.59,8,-6.508,0,0.29,0.00534,0.00025,0.11,0.219,130.003
150,3GJ4hzg4lrGwU51Y3VARbF,Speechless,69,Dan + Shay,73,0.616,0.438,1,-5.968,1,0.0298,0.356,0.00025,0.24,0.386,135.929
151,5cF0dROlMOK5uNZtivgu50,Attention,80,Charlie Puth,84,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066
152,35wvL50xvKpCHEJPxLOLPI,Si Estuviésemos Juntos,79,Bad Bunny,100,0.672,0.594,1,-6.813,0,0.0789,0.0626,5.14e-05,0.152,0.158,171.854
153,69vToJ9BMbbLlFZo7k7A7B,You Are The Reason,78,Calum Scott,80,0.329,0.235,10,-7.699,1,0.0303,0.918,0.00025,0.137,0.22,171.006
154,2WP8G2pdddDmnh1xbfKBOI,Finesse,72,Drake,98,0.807,0.319,1,-8.152,0,0.0581,0.133,0.000338,0.101,0.299,94.992
155,2MShy1GSSgbmGUxADNIao5,Calling My Spirit,68,Kodak Black,84,0.91,0.366,1,-9.954,1,0.0941,0.0996,0.00025,0.261,0.74,119.985
156,3GXSywNvYLAVUCtjMHkKDh,E. Coli (feat. Earl Sweatshirt),70,The Alchemist,72,0.322,0.555,11,-8.726,0,0.129,0.208,0.00437,0.325,0.397,96.019
157,74fQgHleHZ4V7Gm1XYcGkj,One Night Only,69,Sonder,71,0.874,0.402,4,-5.786,1,0.0691,0.263,0.00094,0.147,0.764,119.99
